"NUMERO_PRESTAMO","NOMBRE_OPERACION","IDENTIFICADOR_PROCESO","NOMBRE_ADQUISICION","CATEGORIA_PROCESO","NOMBRE_ORGANISMO_EJECUTOR","MONTO_PRESUPUESTADO_PROCESO_ADQUISICION","ESTADO_PROCESO"
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19810-O,"Construcción de Adoquinados menores de corta longitud.
Mejoramiento del Camino Balgüe - San Pedro - San Ramón - Santa Cruz (4.00 km) $4,075,452.00
Mejoramiento del Camino Empalme La Trinidad (La Boquita) - San Rafael del Sur (4.5 km) $3,289,256.88
Mejoramiento del Camino San Gregorio - Buena Vista (2.20 km) $1,033,758.75
Mejoramiento del Camino San Antonio Sur - Las Nubes (2.50 km) $3,232,005.59
Mejoramiento del Camino Nandaime - La Pintada - El Guarumo (2.50 km) $1,498,545.22
Mejoramiento del Camino Comalapa - Cuapa (4.06 km) $4,266,086.60
Mejoramiento del Camino Juigalpa - Puerto Diaz (4.00 km) $5,612,078.02
Mejoramiento del Camino La Azucena - Los Chiles (2.20 km) $2,753,848.32
Mejoramiento del Camino Empalme Mechapa - Empalme Cosiguina (2.20 km) $2,881,451.88
Mejoramiento del Camino El Jícaro - La Mia (2.20 km) $2,335,145.41
Mejoramiento del Camino Empalme La Tranquera - Pueblo Nuevo (3.00 km) $2,684,430.85
Mejoramiento del Camino San Nicolás - La Estanzuela (5.00 km) $4,187,540.10
Mejoramiento del Camino San Gabriel - Las Cruces (2.40 km) $2,016,068.45",Obras,Ministerio de Hacienda y Crédito Público (MHCP),39865668.07,Adjudicado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19842-B,Introducción de material genético puros de  ovejas y cabros desde centros internacionales certificados. (Compra de ovejas y cabros de razas puras),Bienes,Ministerio de Hacienda y Crédito Público (MHCP),0.00,Desierto
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19943-B,"Compra de granos básicos, aceite vegetal y harina de trigo para la merienda escolar",Bienes,Ministerio de Hacienda y Crédito Público (MHCP),8960754.84,Contrato Terminado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20057-CI,"Contratación de un (1) Responsable para el Programa Patio Saludable Establecimiento de huertos diversificados con hortalizas, frutales y plantas medicinales",Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),0.00,Fracasado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20128-CI,Especialista Control Interno,Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),70200.00,Adjudicado
"2194",Rehabilitación de la Pista Juan Pablo II y Construcción de Pasos a Desnivel,NIC-2025-2194-14029-O,"REHABILITACIÓN DE PISTA JUAN PABLO II Y CONSTRUCCIÓN DE PASOS A DESNIVEL, TRAMO III",Obras,Unidad de Implementación de Proyectos de la Alcaldía de Managua(UIP-ALMA ),60472676.36,En Curso
"2050C",Ampliación del Programa PNESER Tramo C,NIC-E-2050C-5834-B,Adquisición de Materiales para la Construcción de Redes de Distribución de Media y Baja tensión. Con esta contratación se pretenden adquirir los materiales y equipos de medicion de energia electrica para construcción de redes de distribución en comunidades rurales.,Bienes,Empresa Nacional de Transmisión Eléctrica (ENATREL),21846480.94,Previsto
"2248-TB",Programa para la Reactivación Económica a través de la MIPYME en la Crisis y Post Crisis COVID-19 en HND,HND-B-2248-TB-7264-CI,"4.3 Oficial de Adquisiciones",Consultorías Individuales,Programa de la Red Solidaria (PRS),260000.00,Adjudicado
"2337",Programa Surf City - Fase I,SLV-2025-2337-13688-CF,"Supervisión de la Construcción y equipamiento de Sistema de Alcantarillado Sanitario en playas El Palmarcito y El Sunzal, y construcción de Planta de Tratamiento de Aguas Residuales en Cantón San Alfonso, distrito de Tamanique, departamento de La Libertad",Consultorías Firmas,Ministerio de Obras Públicas y de Transporte (MOPT),1122542.85,Previsto
"2220",Proyecto de Abastecimiento de Agua para la Cuenca Media del Río Tempisque y Comunidades Costeras PAACUME,CRI-2025-2220-19747-O,Diseño y Construcción de la Red Presurizada Costa,Obras,"Servicio Nacional de Aguas Subterráneas, Riego y Avenamiento ( Senara)",43413725.12,Previsto
"2318",Financiamiento Obras Complementarias de la Presa Multipropósito Montegrande  ,DOM-2025-2318-12036-CI,Director del proyecto,Consultorías Individuales,Instituto Nacional de Recursos Hídraulicos (INDRHI),480000.00,Adjudicado
"2301",Inversión Social en Seguridad Ciudadana,ARG-2025-2301-20421-B,Movilidad para fuerzas de seguridad,Bienes,Entidad de Enlace del Ministerio de Hacienda y Finanzas de la Provincia de Chaco,776800.00,Previsto
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-2025-2245-14893-S,Contratación de logística (1) para la divulgación y promoción de la política de viviendas con los diferentes actores del sector,Servicios,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),25000.00,Previsto
"2181JUDICIAL",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181JUDICIAL-1606-O,"Suministro e Instalación de  Muro Perimetral, Almacén Judicial,  municipio de Quetzaltenango, departamento de Quetzaltenango",Obras,Organismo Judicial Guatemala (OJ),42351.00,Previsto
"2318",Financiamiento Obras Complementarias de la Presa Multipropósito Montegrande  ,DOM-2025-2318-12037-CI,Enlace INDRHI-BCIE,Consultorías Individuales,Instituto Nacional de Recursos Hídraulicos (INDRHI),92000.00,Previsto
"2145",Reemplazo del Hospital Regional Nuevo Amanecer RAAN- Bilwi,NIC-2025-2145-15136-CF,Supervisión de la Construcción y Equipamiento del Hospital Regional Nuevo Amanecer de la Región Autónoma Costa Caribe Norte,Consultorías Firmas,Ministerio de Salud (MINSA),2678700.43,Adjudicado
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-SECCSYLM-2239-5496-CI,Un (1) Oficial de Fuente (nuevo),Consultorías Individuales,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",25500.00,Previsto
"2332",HN - Programa de Crédito para la Agroindustria y Cajas Rurales,HND-PDLRS-2332-8719-B,"4.27 Promocionales para la operación (Gorras, Chalecos, Camisetas, Mochilas)",Bienes,Programa de la Red Solidaria (PRS),536700.00,Previsto
"2181DEFENSAPP",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181DEFENSAPP-1415-B,"Adquisición de Vehículos,  4 Vehiculos para uso de la Unidad Ejecutora",Bienes,Instituto de la Defensa Pública Penal de Guatemala (IDPP),145000.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12588-O,"Estudios, Diseño y Construcción para el Reforzamiento y Rehabilitación de 8 proyectos (puentes, mejoras en vía férrea y obras complementarias) ubicados en el Gran Área Metropolitana. (Lote-4).",Obras,Instituto Costarricense de Ferrocarriles (INCOFER),0.00,Fracasado
"2261","Ampliación del Sistema de Abastecimiento de Agua Potable en la Ciudad de Gracias, Departamento de Lempira",HND-2025-2261-23938-CI,Especialista Financiero 2do proceso,Consultorías Individuales,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",59400.00,Previsto
"2256",Programa Mi Nueva Escuela ,SLV-MDECYT(-2256-7168-B,Suministro de Camisas Institucionales para la Unidad Gestora de Proyectos (UGP) y para la Dirección de Infraestructura y Ambientes Educativos (DIAE),Bienes,"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",12500.00,Previsto
"2243",Construcción de Viaducto y Ampliación de Carretera CA01W (Tramo Los Chorros),SLV-M-2243-1165-B,Adquisición de 10 vehículos tipo Pick up doble cabina,Bienes,Ministerio de Obras Públicas y de Transporte (MOPT),450000.00,Adjudicado
"2243",Construcción de Viaducto y Ampliación de Carretera CA01W (Tramo Los Chorros),SLV-2025-2243-24434-CF,"Servicios de Auditoria del proyecto Construcción de Viaducto y Ampliación de Carretera CA01W (Tramos los Chorros), entre autopista Monseñor Romero y CA01W; municipios de Santa Tecla, Colón y San Juan Opico, departamento de La Libertad”. El monto presupuestado para este proceso es para cubrir los servicios de auditoría del total de ejecución del proyecto.",Consultorías Firmas,Ministerio de Obras Públicas y de Transporte (MOPT),125000.00,Previsto
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12569-CF,Contratación de la supervisión de obras de carreteras y puentes (primer lote obras con diseño),Consultorías Firmas,Consejo Nacional de Vialidad (CONAVI),2558445.72,Contratado
"2329",Programa de Apoyo a la Red Hospitalaria de la República de Honduras,HND-SDS-2329-5067-B,"Adquisición de Equipo Informático, Audiovisual y Licenciamiento para Uso de la Unidad Ejecutora del Programa UE PARH",Bienes,Programa de Apoyo a la Red Hospitalaria de la República de Honduras (PARH),39080.14,Adjudicado
PRE-4/2025,REG-CTNR-FUIC Instrumentos Regionales de Información SG-SICA,SLV-2025-PRE-4/2025-16488-S,"Contratación de servicios de alimentación (Catering)
Servicios de catering para 9 talleres en diferentes fechas con personal de la SG-SICA (315 personas)",Servicios,Secretaría General del Sistema de la Integración Centroamericana SG-SICA,9145.00,Previsto
"2240",Programa de Modernización y Desarrollo Institucional para la Protección Ciudadana,SLV-2025-2240-12061-B,Adquisición de vehiculos para la Unidad Ejecutora del Programa (Segunda Convocatoria),Bienes,Dirección Nacional de Compras (DINAC),135000.00,Contratado
"2240",Programa de Modernización y Desarrollo Institucional para la Protección Ciudadana,SLV-PNC(YMDLDN(-2240-4318-CF,Supervisión externa para la ejecución del proyecto de construcción de Centros de Atención Ciudadana para la Policía Nacional Civil,Consultorías Firmas,Dirección Nacional de Compras (DINAC),1443120.00,Previsto
"2230",Programa de Inversión en Infraestructura y Equipamiento Hospitalario,GTM-2025-2230-10476-B,"Adquisición de Equipo de cómputo: 
 Computadoras portátiles (laptop), Computadoras de escritorio, Pantallas de 24"" con pedestal,  UPS (uninterruptible power supply), Discos duros externos (3tb - 4tb), Dispositivos de memoria USB (64 GB), licencias Project Profesional,  Licencias Microsoft Office,  Licencias antivirus, Impresoras portátiles y Fuentes de poder portátiles (compatibles con impresoras portátiles y laptops)",Bienes,Ministerio de Salud Pública y Asistencia Social (MSPAS),45630.00,Previsto
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3485-O,"Construcción de Viviendas de Interes Social, para familias en la condicion de extrema pobreza ¨Harold Herrera¨ en el municipio de La Concordia. (11 viviendas)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),77000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3599-O,"Construcción de viviendas de extrema pobreza fase IV en el  municipio de Matagalpa, (22 viviendas)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),176000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3711-O,Construcción de viviendas de extrema pobreza fase VIII en el municipio de San Pedro de Lovago (22 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),176000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3823-O,Construcción de viviendas de Extrema Pobreza en el municipio de San Miguelito. (114 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),616000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-8137-O,Construcción de viviendas de extrema pobreza Fase XX en el municipio de Las Sabanas (20 Viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),170000.00,Previsto
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3928-CI,Contratación de Analistas de presupuesto - (2) analistas de presupuesto de proyectos por vigencia del programa (4) años),Consultorías Individuales,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),57000.00,Adjudicado
"2273",Programa de Ampliación del Sistema de Transmisión Eléctrica de Nicaragua,NIC-E-2273-8451-B,Suministro e Instalacion de bienes para modernizacion del CNDC,Bienes,Empresa Nacional de Transmisión Eléctrica (ENATREL),669743.00,En Curso
"2314",Fortalecimiento Tecnológico del Registro Nacional de las Personas y la Dirección Nacional de Migraciones,ARG-MDI-2314-8401-B,Sistema de Gestión Integral,Bienes,Dirección General de Programas y Proyectos Sectoriales y Especiales (DiGePPSE),1501696.00,Previsto
"2187",Programa de Sostenibilidad del Sector Eléctrico de Nicaragua,NIC-ENDTE(-2187-7042-B,"Diseño, Adquisición de Bienes y Servicios Conexos para rehabilitación de equipos en Subestaciones.",Bienes,Empresa Nacional de Transmisión Eléctrica (ENATREL),9370840.33,En Curso
"2282",Programa Bono de Alivio a Familias Vulnerables Afectadas por Fenómenos Naturales Producto del Cambio Climático,HND-S-2282-7200-CI,Oficial Financiero,Consultorías Individuales,Programa de la Red Solidaria (PRS),44800.00,Previsto
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14396-O,Construcción de Sistemas de Agua y Saneamiento en la Región II - Grupo 4,Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),185580.00,Adjudicado
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14449-S,"Diseño, diagramación e impresión de documentos institucionales (Manuales, Materiales Educativos y documentos varios) Año 2021  (se actualiza el monto al ejecutado)",Servicios,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),15466.10,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-15629-O,"Estudios, diseño y construcción del centro educativo Brasilito",Obras,Ministerio de Educación Pública (MEP),0.00,Fracasado
"2280",Programa Fortalecimiento Acciones de Protección Contra la Violencia por Motivos de Género,ARG-2025-2280-12614-O,"Contratacion de los servicios para la Construcción del Centro Territorial Integral en General Roca, Provincia de Río Negro",Obras,Ministerio de Justicia de Argentina,1000000.00,Adjudicado
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7808-O,Contratación de empresa para Construcción de Sistemas de Riego en Lamani .,Obras,Secretaría de Agricultura y Ganadería (SAG),5000000.00,En Curso
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7898-CI,Especialista en Gestion Ambiental UTL Comayagua (Mario Javier Martinez Zavala),Consultorías Individuales,Secretaría de Agricultura y Ganadería (SAG),7605.77,Adjudicado
"2221",Libramiento Anillo Periférico-Carretera CA-5 Sur,HND-2025-2221-14231-CI,Coordinador Junior,Consultorías Individuales,Secretaría de Infraestructura y Transporte (SIT),42000.00,Adjudicado
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181GOBERNACIÓN-2430-B,Adquisición de equipo de cómputo y accesorios para uso de la UEEP,Bienes,Ministerio de Gobernación (MINGOB),70046.19,Adjudicado
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181GOBERNACIÓN-2476-CI,Consultor Piloto y Encargado de Vehículos,Consultorías Individuales,Ministerio de Gobernación (MINGOB),56578.97,Adjudicado
"2147",Programa Integral de Seguridad de Belice (BISP - Belize Integral Security Programme),BLZ-MDFDEEI-2147-8864-O,Construction of Bella Vista Police Sub-Station,Obras,Ministry of Economic Development (MED),281881.00,En Curso
"2147",Programa Integral de Seguridad de Belice (BISP - Belize Integral Security Programme),BLZ-MDFDEEI-2147-8921-CI,"The M&E Officer will be responsible for the implementation of the monitoring and evaluation system for the management of BISP  (US$3,330/month for 36 months.",Consultorías Individuales,Ministry of Economic Development (MED),0.00,Fracasado
